Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
573;Trendon Watford;SF;21;POR;48;10;18.1;3;5.6;0.532;0.2;0.8;0.237;2.8;4.8;0.581;0.549;1.5;2;0.755;1.2;3;4.1;1.7;0.5;0.6;0.9;2.4;7.6
574;Paul Watson;SF;27;OKC;9;3;17.3;1.3;3.9;0.343;0.7;2.9;0.231;0.7;1;0.667;0.429;0.1;0.2;0.5;0.3;2.7;3;0.9;0.3;0.3;0.4;1.1;3.4
575;Quinndary Weatherspoon;SG;25;GSW;11;0;6.6;1.1;1.9;0.571;0.1;0.5;0.2;1;1.5;0.688;0.595;0.5;0.5;1;0.2;1.1;1.3;0.5;0.1;0.1;0.3;1.4;2.7
576;Russell Westbrook;PG;33;LAL;78;78;34.3;7;15.8;0.444;1;3.4;0.298;6;12.4;0.485;0.476;3.4;5.1;0.667;1.4;6;7.4;7.1;1;0.3;3.8;3;18.5
577;Coby White;PG;21;CHI;61;17;27.5;4.6;10.6;0.433;2.2;5.8;0.385;2.3;4.8;0.491;0.539;1.3;1.5;0.857;0.3;2.7;3;2.9;0.5;0.2;1.1;2.2;12.7
578;Derrick White;SG;27;TOT;75;52;29.3;4.5;10.7;0.421;1.5;4.9;0.312;3;5.7;0.515;0.493;2.7;3.1;0.864;0.5;3;3.5;4.9;0.9;0.8;1.6;2.3;13.2
578;Derrick White;SG;27;SAS;49;48;30.3;5;11.6;0.426;1.7;5.3;0.314;3.3;6.4;0.519;0.497;2.8;3.3;0.869;0.5;3;3.5;5.6;1;0.9;1.8;2.4;14.4
578;Derrick White;SG;27;BOS;26;4;27.4;3.6;8.8;0.409;1.3;4.3;0.306;2.3;4.6;0.504;0.483;2.5;2.9;0.853;0.5;2.9;3.4;3.5;0.6;0.6;1.2;2.2;11
579;Hassan Whiteside;C;32;UTA;65;8;17.9;3.3;5.1;0.652;0;0;0;3.3;5.1;0.652;0.652;1.6;2.6;0.623;2.6;5;7.6;0.4;0.3;1.6;0.8;2.8;8.2
580;Joe Wieskamp;SG;22;SAS;29;0;7.1;0.7;1.9;0.357;0.5;1.5;0.326;0.2;0.4;0.462;0.482;0.2;0.4;0.538;0.1;0.3;0.5;0.3;0.1;0.1;0.1;0.5;2.1
581;Aaron Wiggins;SG;23;OKC;50;35;24.2;3.1;6.7;0.463;0.8;2.8;0.304;2.3;4;0.573;0.525;1.2;1.7;0.729;1;2.5;3.6;1.4;0.6;0.2;1.1;1.9;8.3
582;Andrew Wiggins;SF;26;GSW;73;73;31.9;6.5;14;0.466;2.2;5.5;0.393;4.4;8.5;0.513;0.543;2;3.2;0.634;1.2;3.3;4.5;2.2;1;0.7;1.5;2.2;17.2
583;Lindell Wigginton;PG;23;MIL;19;0;10.5;1.4;3.2;0.426;0.5;1.4;0.346;0.9;1.8;0.486;0.5;1;1.8;0.543;0.2;1.2;1.3;1.2;0.3;0.1;0.6;0.9;4.2
584;Brandon Williams;PG;22;POR;24;16;26.7;4.4;11.8;0.372;1.3;4.4;0.292;3.1;7.3;0.42;0.427;2.8;4;0.701;0.8;2.3;3.1;3.9;1;0.4;2.4;2.2;12.9
585;Grant Williams;PF;23;BOS;77;21;24.4;2.7;5.6;0.475;1.4;3.4;0.411;1.3;2.3;0.569;0.597;1.1;1.2;0.905;0.8;2.7;3.6;1;0.5;0.7;0.8;2.4;7.8
586;Kenrich Williams;SF;27;OKC;49;0;21.9;3;6.5;0.461;0.8;2.5;0.339;2.1;4;0.536;0.525;0.6;1.1;0.545;1.5;3;4.5;2.2;0.9;0.2;0.9;1.7;7.4
587;Lou Williams;PG;35;ATL;56;0;14.3;2.2;5.7;0.391;0.7;1.8;0.363;1.6;3.9;0.404;0.448;1.2;1.4;0.859;0.3;1.3;1.6;1.9;0.5;0.1;0.8;0.9;6.3
588;Patrick Williams;PF;20;CHI;17;9;24.8;3.2;6;0.529;0.9;1.7;0.517;2.3;4.3;0.534;0.603;1.8;2.4;0.732;1;3.1;4.1;0.9;0.5;0.5;0.9;1.6;9
589;Robert Williams;C;24;BOS;61;61;29.6;4.4;6;0.736;0;0;0;4.4;6;0.738;0.736;1.1;1.5;0.722;3.9;5.7;9.6;2;0.9;2.2;1;2.2;10
590;Ziaire Williams;SF;20;MEM;62;31;21.7;3.1;6.8;0.45;1.2;3.9;0.314;1.9;2.9;0.632;0.54;0.7;0.9;0.782;0.4;1.7;2.1;1;0.6;0.2;0.7;1.8;8.1
591;D.J. Wilson;PF;25;TOR;4;1;13.5;2.8;3.8;0.733;0;0.5;0;2.8;3.3;0.846;0.733;2;2.5;0.8;0.3;3.8;4;1.3;1.3;0.3;0.5;1.5;7.5
592;Dylan Windler;SF;25;CLE;50;0;9.2;0.7;2;0.378;0.4;1.4;0.3;0.3;0.6;0.571;0.485;0.3;0.4;0.833;0.4;1.4;1.8;0.7;0.3;0.1;0.3;0.9;2.2
593;Justise Winslow;SF;25;TOT;48;11;16.1;2.3;5.4;0.428;0.3;1.4;0.227;2;4;0.497;0.457;0.8;1.4;0.591;1;3.2;4.2;1.8;0.7;0.5;1;1.4;5.7
593;Justise Winslow;SF;25;LAC;37;1;12.9;1.7;3.8;0.447;0.1;0.8;0.172;1.6;3;0.518;0.465;0.7;1.1;0.61;0.8;2.8;3.6;1.4;0.6;0.5;1;1.2;4.2
593;Justise Winslow;SF;25;POR;11;10;26.8;4.3;10.5;0.405;0.9;3.4;0.27;3.4;7.2;0.468;0.448;1.3;2.3;0.56;1.8;4.5;6.3;2.9;1.3;0.6;1.1;1.9;10.7
594;Cassius Winston;PG;23;WAS;7;0;5.6;0.6;1.6;0.364;0.3;0.9;0.333;0.3;0.7;0.4;0.455;0.6;0.6;1;0;0.1;0.1;1;0;0;0.4;1.3;2
595;Christian Wood;C;26;HOU;68;67;30.8;6.5;12.9;0.501;1.9;4.9;0.39;4.5;8;0.57;0.576;3;4.9;0.623;1.6;8.5;10.1;2.3;0.8;1;1.9;2.5;17.9
596;Robert Woodard II;SF;22;SAC;12;0;3.5;0.2;1.3;0.125;0.1;0.3;0.25;0.1;1;0.083;0.156;0.2;0.2;1;0.4;0.5;0.9;0.3;0.1;0.1;0.1;0.3;0.6
597;Delon Wright;SG;29;ATL;77;8;18.9;1.6;3.5;0.454;0.6;1.5;0.379;1;2;0.51;0.535;0.7;0.8;0.857;0.6;2.2;2.9;2.4;1.2;0.2;0.6;0.7;4.4
598;McKinley Wright IV;PG;23;MIN;5;0;3.8;0.4;0.6;0.667;0.2;0.4;0.5;0.2;0.2;1;0.833;0;0;0;0;0;0;0.6;0;0;0.2;0.2;1
599;Moses Wright;PF;23;TOT;4;0;3.5;0.3;1;0.25;0;0.3;0;0.3;0.8;0.333;0.25;0.8;0.8;1;0.3;0.5;0.8;0.5;0;0.3;0;0;1.3
599;Moses Wright;PF;23;LAC;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
599;Moses Wright;PF;23;DAL;3;0;4.3;0.3;1.3;0.25;0;0.3;0;0.3;1;0.333;0.25;1;1;1;0.3;0.7;1;0.3;0;0.3;0;0;1.7
600;Gabe York;SG;28;IND;2;0;10.5;1;3.5;0.286;0.5;3;0.167;0.5;0.5;1;0.357;1.5;2.5;0.6;0;1;1;2;1;0.5;0.5;2;4
601;Thaddeus Young;PF;33;TOT;52;1;16.3;2.7;5.2;0.518;0.3;0.9;0.354;2.4;4.3;0.554;0.55;0.4;0.9;0.469;1.5;2.5;4;2;1;0.3;1;1.6;6.2
601;Thaddeus Young;PF;33;SAS;26;1;14.2;2.8;4.9;0.578;0;0.2;0;2.8;4.7;0.602;0.578;0.4;0.8;0.455;1.5;2;3.6;2.3;0.9;0.3;1.2;1.5;6.1
601;Thaddeus Young;PF;33;TOR;26;0;18.3;2.6;5.5;0.465;0.7;1.7;0.395;1.9;3.9;0.495;0.524;0.5;1;0.481;1.5;2.9;4.4;1.7;1.2;0.4;0.8;1.7;6.3
602;Trae Young;PG;23;ATL;76;76;34.9;9.4;20.3;0.46;3.1;8;0.382;6.3;12.3;0.512;0.536;6.6;7.3;0.904;0.7;3.1;3.7;9.7;0.9;0.1;4;1.7;28.4
603;Omer Yurtseven;C;23;MIA;56;12;12.6;2.3;4.4;0.526;0;0.2;0.091;2.3;4.2;0.547;0.528;0.7;1.1;0.623;1.5;3.7;5.3;0.9;0.3;0.4;0.7;1.5;5.3
604;Cody Zeller;C;29;POR;27;0;13.1;1.9;3.3;0.567;0;0.1;0;1.9;3.2;0.593;0.567;1.4;1.8;0.776;1.9;2.8;4.6;0.8;0.3;0.2;0.7;2.1;5.2
605;Ivica Zubac;C;24;LAC;76;76;24.4;4.1;6.5;0.626;0;0;0;4.1;6.5;0.626;0.626;2.2;3;0.727;2.9;5.6;8.5;1.6;0.5;1;1.5;2.7;10.3
