Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Control3,Control4,Control5,Control6,Control7,Experimental10,Expeirmental11,Exp12,Exp13,Exp14,Exp15,Exp16,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22
1868,1184,4503,3336,2600,3694,3721,4871,1559,4397,2276,3537,4352,886,964,1364,1799,288,2693,3700,79,3302,3546,2839,2884,845,2364,3742,3120,15,1684,3499,3676,2828,4245,4803,2851,4304,1767,3774,1378,132,252,1137,3471,2558,4527,898,4489,1173,1917,3575,984,1494,3537,1363,2723,1536,2888,1541,3113,3869,1557,3592,1995
1869,2515,4844,894,2987,2332,3622,4600,3824,2618,2630,1734,28,2859,1723,1610,3642,1126,2470,3510,4665,202,3358,2155,2774,536,1991,2419,2318,3820,3615,4420,1612,2471,1823,2995,3771,202,2978,3657,1283,973,4478,212,2630,985,3093,1271,3552,3257,2398,2726,268,4441,1234,1344,1597,4941,1255,2317,4407,3471,830,1037,1652
1870,2585,475,2822,2116,2511,4279,4410,4868,311,831,1215,3571,4415,4860,4157,2228,1558,250,1097,394,1634,2029,1713,4887,4338,4371,4262,2069,3302,3975,4073,3768,2758,3788,3567,3357,1384,2809,3539,1220,3274,776,768,3323,3947,4917,3474,2550,1867,4190,511,1945,2002,2966,1210,2736,1028,1394,2307,4389,810,3273,4031,4728
1871,785,1300,1722,4424,857,50,4597,574,2791,3509,3899,1485,1594,2006,1597,2987,534,499,783,2071,2114,4009,108,1367,1035,2406,4228,3809,3006,437,496,788,3075,3291,1256,1088,4826,2146,533,1890,3353,3945,4587,788,149,3039,2218,4782,2536,1508,2523,1342,2371,3014,4096,2943,3823,1443,222,2214,514,1438,787,1225
1872,1480,157,2861,1622,3040,418,2602,2942,1980,3034,1176,4832,1883,1897,3242,1709,237,1011,736,3045,4613,211,1811,2006,2798,21,81,4701,3507,4150,4614,3399,2192,4015,2074,2590,3126,12,336,2019,3968,3812,3133,4771,1342,2104,1302,4917,1580,2421,3082,75,460,778,2475,1725,2607,3165,4080,4691,2914,2065,569,2657
1873,61,4733,3300,2049,506,1215,1088,4987,501,845,298,843,3243,1882,3141,358,1910,4797,1333,4268,892,867,1837,4119,2782,1974,468,4811,1525,2295,1276,3491,4150,4411,3820,2635,3217,2845,428,4678,4605,410,1891,4472,1937,939,3593,2176,1744,1207,252,1698,3370,2096,2923,2162,3414,4308,407,1225,676,380,420,3197
1874,4415,1859,3109,1104,3397,2443,2184,49,2097,3851,1491,663,613,4489,4970,3288,2921,2952,3923,4869,158,718,1396,1148,661,2876,2428,4494,1786,1349,3414,819,3398,629,4691,686,1387,1562,899,2026,2856,486,605,3534,3099,4148,2050,3593,530,2995,4461,1322,1594,1812,4197,474,602,784,4717,1286,46,3499,4252,4369
1875,4163,3453,4597,1753,2778,3323,4286,4948,4665,3151,1509,854,1531,2409,2347,1361,1915,4920,1148,4379,2554,3451,1196,2285,3717,3739,2269,3006,2043,2515,4130,787,2274,3825,2160,3717,1630,2932,3018,3105,215,3881,1432,3761,1119,2713,2304,1936,4013,914,4185,2844,486,274,4577,3794,263,197,2996,1490,298,3130,4770,2465
1876,1411,4068,273,2609,1356,3530,3736,754,554,159,3037,705,3103,1310,3447,2962,3141,4504,1437,2947,4789,330,4639,2417,1524,2570,1867,4716,2378,2443,2762,2720,1942,4718,3743,3903,527,4785,3877,2513,2085,2817,437,957,3266,3279,2830,2206,594,4876,2856,492,1857,4467,2909,3916,1286,1753,2797,1557,2878,1519,2862,4112
1877,1614,1295,402,4380,3905,968,2417,3863,2353,877,1694,4338,1661,2352,4817,4583,3093,1790,4361,589,903,4929,2274,4395,3094,211,3040,888,1252,4290,4971,3328,3115,3395,4825,626,3630,2671,2372,1187,1016,4069,1386,2363,4141,373,417,4442,4758,3767,4971,3035,1246,3567,4445,221,3244,3485,891,4929,1754,3646,517,3544
1878,3821,2311,1366,613,4714,428,87,4391,442,327,4223,1816,590,1610,3709,3420,3556,4250,4660,3499,1453,2077,4045,3582,3318,995,4003,1938,1598,3111,4175,3722,1114,534,2908,4192,387,242,2512,245,4852,703,2715,116,2160,4918,278,3383,1147,4445,2235,3312,1996,4633,4776,4115,1040,1831,264,3626,3569,1930,3105,3476
1879,2456,2448,379,449,4542,2392,3307,4794,867,3670,2775,2068,4199,1090,435,2685,1989,1734,495,2980,2427,361,1580,1414,3765,3823,2549,4602,558,3838,1632,4471,4697,1348,3438,1668,2089,4383,2287,961,4193,3888,909,2530,3435,1660,1264,2315,806,1126,4402,3497,2678,4560,2742,2154,2135,3820,3305,2581,4966,1512,1101,2740
1880,4171,2918,4440,2257,716,2999,2220,1599,3354,3476,3848,3067,4151,1491,1381,2517,2020,3747,2632,3845,555,482,649,4052,616,236,1004,2514,4480,4101,4175,2922,4348,4516,1672,10,3292,1480,1897,947,1139,1724,3920,4901,1651,1290,785,1942,2274,2914,3161,1805,2059,2619,3488,63,382,2344,4101,4893,543,502,1924,4958
1881,3324,474,1425,4221,3657,3392,4719,3172,3198,2884,352,745,3682,2965,3723,605,871,2123,4207,392,4036,4322,177,1127,4963,4861,2280,1427,769,2117,2873,2182,2090,3996,2973,4194,1014,352,940,4371,1599,3937,4054,1695,2165,1428,4222,660,1378,2068,3703,114,3026,2878,3410,2799,2278,3157,1612,4790,116,3882,2889,552
1882,1593,4636,323,4151,4910,3235,4251,1776,1536,4734,912,2274,1391,4452,1042,2865,1312,1860,1324,4316,4275,1140,2526,633,1741,543,3711,4041,1780,3035,2004,1665,1154,681,4165,3076,1670,1422,4232,3210,4157,1767,3426,1090,1996,2886,613,1130,588,3740,1219,2157,3788,4850,3817,782,4730,1222,4875,4060,1127,4900,1569,4562
1883,2644,1658,3766,3918,4545,4464,104,2089,1060,4812,3742,833,3606,1040,2013,1422,3326,2114,3030,1972,522,3319,2255,2296,571,165,2513,4044,2031,2681,1442,3779,4516,1557,894,1910,418,2642,1692,2650,1637,874,1344,340,1983,4146,1317,1159,1968,1312,336,3304,1879,693,3125,3048,1414,49,3229,2271,371,1688,430,4348
1884,3299,3308,1764,3317,4838,3000,4122,2085,2208,3662,1645,1633,2987,4463,2547,3641,760,1084,4876,3216,2906,1341,924,2456,4188,3114,2774,3426,522,4764,191,4074,4084,1851,3198,2894,2047,4070,4045,2172,2655,3227,2437,2001,4676,173,3939,1428,1804,4280,2292,593,3106,3623,3260,3986,22,4138,1164,3494,4611,3247,1733,1299
1885,2961,2274,3892,1756,3843,1503,3406,4751,1427,706,2243,1378,2328,3148,636,3531,233,276,3779,38,3257,4811,1230,2025,3175,4236,1444,4486,896,3623,2365,3481,2757,2864,2102,2721,4639,1812,818,3589,1690,2823,3836,2570,2241,4228,639,3956,1233,3242,4911,3826,1523,3718,4394,1703,2105,106,4821,4387,284,1314,1019,3020
1886,3706,1531,4431,44,4544,2581,1673,4986,4118,2796,3986,4310,3770,1538,1523,2285,3409,618,81,2558,4725,1239,2432,2811,3272,3191,103,3152,1283,423,3935,1368,713,911,3928,1933,1922,1842,1801,4317,3389,2142,1565,2866,4120,3610,2922,2701,2803,1459,4686,1140,592,1814,4942,1049,3669,3281,4659,506,1562,4995,3617,1823
1887,2596,3185,621,4933,206,4832,4850,2892,3914,3516,2976,2853,496,2375,3524,2521,4948,4627,2357,180,3649,2729,517,2803,3857,1456,4294,3537,3754,3558,2100,1608,1759,2293,2821,3927,1682,2514,3268,4050,828,577,4398,284,86,4712,703,1035,2391,4192,2646,4879,4033,2719,4030,3560,499,2231,1735,1414,2616,744,1589,1513
1888,262,3544,691,4768,4900,1112,38,4226,1633,4519,2823,4510,4960,3824,301,32,763,4067,1487,2290,4406,3632,165,3688,3486,1110,3107,3909,3646,462,1310,4891,3578,4735,2424,2712,78,589,1284,1717,2212,2951,4290,3317,2132,1980,1735,1258,82,2190,2639,1671,3091,1271,3479,11,4114,4413,4983,2319,62,4322,708,166
1889,1234,1652,4621,680,2718,4634,3320,2281,3353,4769,1385,3727,1390,1102,812,2566,4089,3975,223,3211,1149,1232,2148,2166,713,2967,1846,1073,4886,4633,1737,2340,4131,2801,1471,2079,1633,1131,3761,2093,1710,2904,4593,57,1722,4149,1729,4223,3286,1197,1294,191,3486,506,1367,113,615,382,1647,352,3351,1119,488,2849
1890,3440,2638,753,731,3878,1719,3946,1100,1807,4080,949,2602,158,3267,2133,1898,3692,3371,3089,3805,53,1805,2813,244,2500,4867,1751,1268,2612,1394,956,3023,4475,1816,1016,4704,4011,2209,4220,3302,4957,3554,1763,3205,3484,2317,3379,1075,749,624,2575,3522,1538,3721,4142,4461,3630,860,4853,1379,1236,4591,1317,656
1891,220,4518,805,803,1966,189,1734,4837,1536,2243,3821,4455,4387,1855,1080,3687,258,4392,4648,4743,843,3468,683,971,3896,1032,3055,3128,2652,1230,4106,3805,3497,3726,881,2913,2122,3534,4886,3330,2526,2268,1671,2740,3883,2079,2766,666,3468,2823,4127,2410,1382,2148,23,2060,2327,557,520,819,3872,241,2635,169
1892,4068,545,2252,3516,2200,4106,2581,2765,4979,4076,2859,3445,59,4849,1321,4039,1519,4820,4852,4030,2333,1088,2725,4596,773,2413,3065,1396,3117,3441,39,1405,2173,2202,765,3857,1578,670,3208,3640,154,1785,1264,1954,1498,3777,1114,3553,2688,2825,3398,4457,3512,258,2325,3878,706,3829,2920,4226,3455,2144,1453,675
1893,4966,222,6,2409,2510,1572,3402,970,3876,2992,3148,405,2652,1005,3364,3845,1189,3994,3670,2535,4035,43,928,887,4424,2139,2270,3808,2955,2043,1037,2756,2057,4893,3059,1538,4024,244,4888,1513,4749,1860,213,2383,1858,3819,3745,774,754,1670,4524,4614,2909,1271,2475,1631,3115,2237,2383,3472,2362,4757,3685,2512
1894,3151,3309,689,3105,4022,4051,3791,437,875,3731,622,741,4692,3422,511,1411,244,2334,3793,2604,4409,4577,3150,340,3463,4545,4531,2938,4608,2133,1375,4312,3272,820,2431,3170,3768,828,933,4932,2758,386,4270,3520,1623,628,4462,4807,295,2123,2136,2646,4152,4173,3793,3996,2333,3014,4436,4506,2009,708,1680,4783
1895,2185,530,4249,302,3571,4521,1609,2380,1055,981,1337,2185,4715,3818,1665,4312,3653,3658,564,1699,3603,4642,1740,4478,29,1773,4235,2439,2144,2700,1623,1166,3633,3088,599,1212,551,3386,2289,396,98,1780,3110,2198,1602,719,4941,590,2368,2635,4022,1725,1549,3353,4145,3519,3295,927,3417,481,454,1065,3086,1387
1896,3520,1665,2481,3549,910,2480,2683,2046,2843,4486,321,1091,4239,1732,1235,3361,4761,2644,1195,4651,408,2829,799,3006,1991,3002,2994,3129,2830,4730,4000,3862,4040,4229,807,1087,3458,973,2912,2580,1126,792,4247,2058,4147,3116,957,681,2174,1071,3319,847,3855,2295,2649,3771,3989,781,4637,4423,2908,882,946,3062
1897,1864,1680,3535,1703,4857,4678,4873,3048,113,2879,1880,4675,4342,1223,1424,3369,40,2786,3348,243,1123,1695,4745,2676,3615,1796,2571,3123,1431,3889,1200,4488,4270,4083,2713,238,3423,3376,863,880,2646,772,260,4919,4452,909,2830,1078,1738,4211,3786,797,3957,593,272,4338,1569,4963,3229,3726,615,123,3516,4877
1898,2109,1031,1286,4488,4356,734,2886,3580,4169,4464,3445,1116,1938,1274,3727,1619,3035,149,90,3945,2090,344,4748,4526,765,4183,3807,1923,3931,2020,2818,3920,1775,2887,1926,3796,2166,4680,2818,3599,4318,2453,3286,1299,4518,4960,4647,4306,3683,1756,667,393,4244,535,3860,1952,1073,1845,2918,629,3522,1219,1463,3050
1899,153,3252,1397,2250,469,1285,4279,1384,3230,3866,3210,3834,3980,2638,722,1253,4517,4969,72,1632,2078,135,889,2132,923,3489,4929,4703,3007,4081,472,2820,777,529,1338,3962,4866,1139,3501,4759,3693,4770,3744,2511,4599,4846,3939,2605,1918,3419,3020,3721,1027,2757,4410,2331,4061,3142,4256,1800,1635,1090,2639,2960
1900,1533,337,274,4620,1878,578,3986,2854,31,234,3673,922,1563,4785,4848,2400,2075,3230,199,3657,1915,3533,3354,890,4594,3737,1957,159,3416,1101,3860,2504,2247,2293,1664,4336,686,777,1036,3876,1256,2499,1661,1851,3968,726,4286,2167,3276,174,3367,852,84,455,154,3712,2881,793,1923,3108,1271,2062,2209,609
1901,4553,2183,2321,2705,2554,221,3506,2957,245,973,118,1072,1229,2896,848,2477,1689,1153,1375,1443,2270,2518,2,3493,1070,4961,2397,1347,2999,4829,1213,2796,1666,4863,2575,1900,4567,833,3707,3583,1255,4253,2781,4232,2335,4249,4075,1306,4519,3493,853,592,3234,1864,2981,3265,51,3492,3147,3392,217,3876,2836,2982
1902,1604,1905,2746,4109,3821,2400,4435,2672,521,4949,4040,2148,4931,2872,1058,2213,1789,1983,1148,4251,3993,4853,3444,1155,363,541,4807,1148,1131,1665,112,2784,1946,3095,4003,3667,3243,378,2514,614,722,4865,893,1291,4343,1262,1928,3532,871,2880,1438,1162,1086,4215,3343,2389,1651,3453,1507,1863,1943,3337,2362,2429
1903,3777,265,4551,4540,1094,484,139,570,3473,1402,3337,376,27,4012,4940,318,1132,3656,3787,2536,429,4605,3552,3336,843,184,3607,3760,4383,4341,456,1525,3568,4562,3783,1812,4033,725,4616,3894,1289,2602,848,3583,4718,1961,1995,2853,4088,2794,4229,1334,1934,1121,4033,835,1379,200,1863,4211,829,1764,2014,2460
1904,3841,695,96,463,4951,2590,1404,1106,3215,2131,4123,4865,3795,2723,3230,2685,1465,74,679,1576,3047,2262,3537,2255,828,4909,901,480,3405,328,816,2085,2610,2784,954,2340,165,1357,4628,454,4402,1594,2921,680,3912,2373,161,3918,993,62,4892,3872,4429,4124,3998,2486,3578,3766,1516,4,4973,3098,1321,1976
1905,835,2693,4968,2872,837,2168,1326,4686,823,3447,1743,1356,4968,2926,1956,972,1681,326,2264,2666,1735,4645,1811,222,1053,3052,2626,4329,249,4136,362,2297,1267,55,2776,1599,680,3950,4285,3998,1875,4431,2173,1300,3308,2079,3826,4125,3208,591,2354,1468,1668,1078,4861,2950,2314,4151,2892,3193,2210,4117,3960,83
1906,2290,4595,1965,2000,652,1479,1425,3322,4279,1866,2191,2165,2480,673,1293,112,85,4850,2177,2905,2968,2801,386,1816,1618,4123,2611,3700,1923,1641,1583,144,1094,3757,3190,2245,4269,4586,323,1565,2628,3121,1479,2117,1751,2999,4689,1302,1597,3881,891,881,1091,2697,2330,2714,77,4663,4978,4789,3048,4479,2659,4448
1907,2620,2513,1345,3165,1602,2643,4622,2816,4080,2061,3819,3152,3553,214,2583,4232,2416,4138,2064,3550,3313,3678,1778,3613,1940,887,3499,375,4725,4162,3387,34,4420,4250,2047,2122,4844,1015,3894,3046,3209,470,1719,3530,3739,1213,253,674,2888,3260,655,3962,4975,3650,2740,2652,567,2398,510,2971,3743,880,1135,2477
1908,2352,4593,3577,4058,1958,280,1688,555,4504,3792,38,4748,4385,347,650,2676,1453,1112,4679,1940,958,2669,1688,1659,167,2160,1379,3218,4317,2023,913,3762,4001,3609,854,1431,1863,2424,2978,2505,1930,3300,4425,1182,3610,4211,469,1048,1934,2194,2200,3260,4310,3968,307,139,902,589,602,2035,4276,4366,2779,4911
1909,1066,3861,434,2161,2194,4584,3146,3039,2148,4748,3601,924,632,627,1769,552,4035,3751,4849,3737,1465,3976,1525,3887,141,3787,3039,747,4022,3545,2290,675,721,403,1909,4556,4751,3468,1371,3265,3231,4754,105,4539,643,3205,4936,3141,1457,4370,4611,1415,1259,1720,2362,4899,3916,418,1613,1929,3592,2432,3136,1759
1910,2887,843,2001,4480,1407,3305,3049,68,3431,89,2311,1332,1323,4101,3290,394,1163,4720,1995,1746,1394,709,3630,1538,2921,2686,3740,4499,1328,4514,4694,4630,3717,223,3841,3143,2403,4785,780,1883,3473,2667,1764,2841,35,3903,3754,3308,3278,3517,2766,4981,2899,4846,2109,3656,1787,4832,1846,4073,3762,140,406,4640
1911,2556,3298,2510,3922,3590,2182,3488,306,2861,853,4512,1163,2036,1498,548,2690,2973,2306,1218,3378,4706,806,768,1684,1293,3007,2490,1238,1522,666,4787,1533,995,2983,3968,2561,3324,4616,1979,3316,1946,2464,2045,2870,2853,1,2293,4668,469,4045,916,1662,1948,3371,2303,2369,3886,1448,290,2852,2617,3848,4810,330
1912,4142,2112,3856,734,2489,3220,3464,2927,2248,160,3560,1843,381,3600,1172,4669,3437,1572,1606,2035,4022,474,3166,185,2534,4411,2506,395,2264,3873,2577,616,2511,2550,3465,3968,4305,396,4468,2755,3479,3246,2208,4599,1949,4942,4678,4179,634,3968,1500,3468,4896,4198,1339,1713,1291,1213,3378,3305,3312,2736,1976,998
1913,1118,674,1477,2211,304,107,545,3471,4572,4567,1965,1611,2784,2881,1937,164,4938,4584,617,2481,4979,4921,34,1999,3193,1368,4114,277,2161,1188,2510,284,1546,3885,993,268,1048,2031,2827,3378,3959,2527,2608,3668,1520,149,1347,3548,469,4817,4953,1203,4481,1667,184,4557,185,1563,3020,2578,2352,3174,4317,4776
1914,3418,1837,4678,56,549,1554,1955,1983,620,4491,561,4929,2545,3834,728,628,2281,1520,1288,4714,1270,229,1545,91,64,3724,1535,1275,2529,1148,3133,3985,1273,1246,2365,287,1277,2245,3148,2711,4352,4563,4114,2626,3967,4878,3827,3017,3739,380,4186,3435,75,3702,1113,3495,1187,4459,150,4665,1914,2389,190,4347
1915,2590,3282,2439,58,4642,151,178,4070,2593,261,1065,3029,20,1547,527,3247,3452,1353,2620,473,2960,4945,3966,3363,1923,3447,3520,4926,2612,421,4829,394,498,225,1495,4446,4726,562,4416,2428,118,3521,2835,3676,2245,2687,4921,4442,3782,3440,2315,483,3440,1370,2763,4465,1363,1064,1165,1711,2818,2854,2267,4125
1916,4241,2050,678,1744,1089,2021,2966,3428,3835,1816,3885,1797,2574,49,34,3017,385,4834,3922,3127,4646,3325,4208,910,2470,3134,169,4453,1329,519,3677,412,2908,253,3107,5,3740,654,1056,4767,4273,1809,956,4538,1826,3376,2391,1154,438,2213,2965,1352,3865,3527,1124,4823,3619,3646,3505,845,3322,1073,2779,119
1917,1895,1873,1401,2936,109,1806,1529,128,4413,1948,1784,2715,3916,2773,4139,4727,3806,621,2492,1889,1571,732,2751,597,3373,2319,4835,3044,465,3418,4368,3026,4657,4511,925,3721,4842,3537,4420,2195,3326,3,1904,4692,1412,3146,708,2586,563,2707,873,3030,4423,332,1343,3185,2852,3253,3068,4494,53,456,1821,2237
1918,3569,3034,1168,1951,2446,963,986,3155,1735,909,4013,1447,4682,274,3054,4773,3720,4073,1406,3066,4062,1224,1617,1580,268,1892,4327,3015,819,1864,2967,300,2686,1051,1286,3332,235,613,3825,288,1455,3262,2706,3057,2980,3154,1602,3439,1834,4212,557,2102,551,2714,2104,1977,1965,4370,1364,2741,1608,3164,1413,195
1919,11,1932,3312,2210,2993,743,3798,2122,631,3978,1100,1998,3376,1433,4528,3115,3032,3004,1423,240,3729,863,2825,3944,3971,4591,3224,3010,2747,414,4765,4942,1293,1761,4741,322,108,2577,2083,3861,3950,1074,2762,1618,2414,1092,3708,4910,3857,4483,3172,4744,4584,1996,1715,4509,3491,2464,3000,697,2167,2539,1348,4514
1920,151,25,657,4333,1357,708,2402,1571,2365,2004,1584,1942,607,3554,2307,2342,3307,4106,1961,2693,2204,4796,636,2393,3846,4133,4720,843,909,4838,1763,3954,36,4081,2320,4278,1947,818,987,4294,2371,414,3741,2035,2791,3120,3288,2108,441,1676,1936,2623,18,2065,4946,3904,1875,4551,1379,2434,1156,3264,3512,3818
1921,3929,1079,3621,3630,1510,1255,1430,975,4836,4604,2935,873,836,3147,3466,1241,3500,3641,2390,3180,355,4044,698,4196,2807,4315,4442,463,4923,3854,2973,4643,47,1439,1846,3580,2950,1462,3545,188,4690,173,391,4278,3912,556,3549,2722,2763,3104,4216,774,1880,3061,1650,2213,1580,2235,2410,613,4512,2206,3788,2191
1922,742,1155,4100,1586,3714,1310,1320,3233,3843,4326,1745,3639,3988,4140,1701,4062,4503,255,4939,247,4932,1504,4347,4134,426,3740,2577,276,2356,1631,2892,4043,3598,3219,4027,4202,472,4226,2236,1346,1344,389,4190,224,1212,2444,1760,3108,3237,1808,1185,1714,2454,725,3223,1597,3770,3121,4359,3149,616,4642,718,815
1923,3401,1818,1735,3816,3317,1504,4914,3728,1383,934,3917,2236,2099,223,3069,469,4493,2875,76,1258,613,1599,806,4675,1163,4816,2237,2534,3527,4443,1111,931,3491,2596,4745,3843,2581,4023,1313,4405,1881,3337,509,4558,2383,2822,1616,4289,1220,3886,3529,273,3465,3617,4654,4397,3956,3647,1195,4682,3825,2988,1209,4088
1924,2606,4472,1958,156,2044,3985,4114,3156,821,1061,1140,896,903,4113,1907,3440,4724,167,3026,306,394,2449,2857,4507,98,2811,2248,1718,2364,1881,4444,3692,4245,4102,198,3773,404,2148,3892,2847,281,4868,3920,806,256,3520,3411,3676,3700,2673,4568,1814,3352,3855,2965,2214,4210,2090,3509,3417,252,2573,3296,3064
1925,1361,641,368,4893,3789,3873,3225,296,2151,213,3466,955,217,4699,4055,4656,1911,4485,2125,1375,2223,1576,3447,282,3084,1236,4285,4537,3996,1338,4555,4383,3001,2897,4566,4344,164,521,1061,807,251,4757,4222,2426,88,2909,4046,3102,3059,3931,2560,665,1693,1990,4911,2560,3394,1534,2301,474,3228,3875,1368,1978
1926,2400,271,2839,1310,3273,1281,2500,3551,4957,4299,3691,1281,4550,794,2959,3415,2044,2756,2066,2606,2077,3946,187,2838,3377,3908,3669,1357,3579,4975,2638,1446,2189,521,2135,793,499,1032,3348,1194,2421,1663,808,879,2626,1857,2899,2136,1657,4940,4802,1642,3301,4580,1146,455,3810,4349,1406,1045,3287,2692,4722,1003
1927,1817,4421,3456,3824,1802,3406,1333,4490,4924,4488,4222,4368,1216,2990,3046,3388,4742,3323,3188,12,3168,3371,3507,4,1913,2227,1962,3175,343,4103,23,29,193,4369,1008,763,4983,3171,3861,740,1234,3680,1408,3207,2082,4936,1011,4479,4700,588,1377,1254,2230,4575,4445,2373,4217,3508,3269,2319,2388,3170,1786,3721
1928,981,3600,3385,998,3083,1403,42,2606,553,4618,1789,3096,3259,3139,1440,2033,1940,988,4786,1809,426,4808,1655,2017,4801,1228,187,806,218,1547,4106,3524,2678,2555,1016,1052,4129,1487,1119,2128,813,4501,2523,4578,1458,1309,1225,2562,855,3973,3313,1422,1661,4504,162,1953,3752,630,2354,2247,1019,2306,1840,3816
1929,716,336,2844,458,4152,1785,4444,2386,2107,846,1447,3625,1886,1559,2450,2527,939,1214,4904,4121,1562,2328,2571,1020,125,833,4706,808,4429,1788,661,2632,4821,3245,862,4367,560,28,4674,2943,4220,1034,513,4539,915,564,261,857,3747,4112,3101,4414,3309,464,3579,1141,4327,3084,2897,2878,1781,2125,3636,854
1930,2832,2985,4655,1460,4328,2601,191,926,164,393,3586,3887,559,125,2440,89,594,3914,2844,1277,1529,2257,3149,4695,1204,4477,4616,2912,1996,647,2392,3418,3087,103,911,4663,2780,2694,2466,3390,2086,1652,931,4018,1171,1632,4968,4602,2273,4514,1213,3320,3351,3973,472,1378,1386,693,769,213,4528,342,3207,3201
1931,1086,4279,2286,4338,1682,4563,2647,288,1115,1878,4172,168,2618,331,112,2603,339,4404,3240,71,3502,4989,2889,4108,3520,2533,3796,3779,3819,650,807,61,478,2481,1902,4399,880,2799,1962,3291,2592,4168,2088,3005,4714,4441,2233,4847,4186,16,3145,133,4427,333,1348,1305,1015,381,1669,2526,2617,2908,4268,778
1932,2339,213,3846,2707,1215,4667,1003,1062,4504,3088,2371,632,4644,2659,3241,2388,1758,4524,48,1542,55,4839,431,4307,1021,3828,2439,3291,4397,4247,4517,2395,4071,920,1532,3477,1135,2559,3628,2497,4974,194,4484,1205,76,237,3494,1976,1197,2781,2813,925,2159,1447,606,2188,3427,4031,293,4136,1207,495,3814,3606
1933,3637,1898,3877,4786,4730,2088,2563,547,2618,4055,3121,217,1106,3243,1751,872,2463,4211,3667,1051,2255,3992,2972,2234,1670,120,2422,3864,3836,26,2615,2140,2304,3356,2231,1672,3019,1866,1853,3049,2827,1076,4615,4456,1888,2782,4446,138,3134,501,1734,2591,4616,1954,4088,4946,781,1767,4479,2071,2588,2086,3220,2227
1934,4645,3414,1460,4563,4858,1263,4934,3654,3616,4434,1043,1958,2993,509,1133,1509,3624,3029,942,4657,0,2252,1643,1905,4485,2159,4190,3151,3115,4626,3575,145,4693,3262,3180,1806,2825,3097,3034,3549,1813,1175,1301,1616,209,1882,4629,4351,3029,755,2640,2921,2831,1053,2726,4166,4235,2089,165,3910,1905,2927,1524,3139
1935,4648,14,2494,1111,3942,2338,3463,106,1509,4409,1487,1385,788,1348,123,3174,4546,889,3389,3549,620,2483,788,4396,3517,824,3877,1298,2826,1527,2154,2325,3955,4016,1510,3852,1284,3553,2863,1279,2460,1371,2881,1073,2251,4958,104,2098,2607,2105,1717,1010,3486,3808,2215,3835,519,465,1971,3085,4373,2461,2133,180
1936,3467,664,594,4028,3875,4848,720,272,188,2274,926,4780,4870,3955,1354,2582,271,3322,286,4257,2527,4443,4040,3640,779,2535,1022,3176,3366,2582,4063,794,3833,3958,3530,3127,867,3137,200,4336,4272,3442,4639,1434,3614,896,4177,2637,3058,217,3224,1994,180,1973,1630,4101,1123,2931,2569,1550,1088,3212,306,518
1937,3854,4782,3535,4100,894,1980,4546,4812,4157,2704,4164,435,230,4642,1341,1475,2564,278,2279,2641,4869,304,1928,963,4573,2893,2779,4316,4734,1730,4230,3721,2449,576,4455,2986,3584,3166,4542,2773,1222,3578,211,1073,2762,850,3108,1730,919,2381,2972,4066,3567,1253,2978,4050,4797,3489,1704,2750,1610,3610,2516,191
